Gene	ENC
OZG25422.1	54.2122200155596
OZG25423.1	54.4263835691325
OZG25419.1	51.5355702750759
OZG25421.1	52.5126927321777
OZG25414.1	53.0811759668068
OZG25415.1	44.289418572038
OZG24841.1	44.4707447259171
OZG24840.1	50.0681972013456
OZG24843.1	49.1050874884503
OZG24842.1	49.8856249205853
OZG24845.1	51.2073075319895
OZG24844.1	50.719487511993
OZG24847.1	58.4998544867815
OZG24846.1	57.7393841411132
OZG24839.1	51.184387486444
OZG24838.1	55.7315807880791
OZG25135.1	53.3016708392825
OZG25136.1	40.8532775713625
OZG25137.1	42.9887778971579
OZG25138.1	33.6844717911154
OZG25139.1	49.7736524609445
OZG25140.1	50.8840950969871
OZG25141.1	50.147274541403
OZG25142.1	57.9424628332453
OZG25143.1	49.9473764676064
OZG25144.1	43.8195831263251
OZG24573.1	42.1013417574243
OZG24572.1	55.873124108704
OZG24571.1	31.4840767323848
OZG24570.1	55.5812988435079
OZG24569.1	49.0338476427988
OZG24568.1	56.1730016666216
OZG24567.1	51.0127035036802
OZG24575.1	47.2154439839385
OZG24574.1	45.1498369764666
OZG25569.1	46.8871817886178
OZG25568.1	50.3865056134424
OZG25571.1	51.4386299714624
OZG25570.1	48.6976107706051
OZG25573.1	51.6291097742509
OZG25572.1	54.8707760561356
OZG25575.1	53.0401968408032
OZG25574.1	48.6017509626825
OZG25577.1	52.0930384618593
OZG25576.1	51.6922662314678
OZG24609.1	46.8953523180126
OZG24610.1	52.0627894706906
OZG24607.1	45.3377935319784
OZG24608.1	53.0828661196517
OZG24613.1	53.9125333514144
OZG24614.1	50.4680378783831
OZG24611.1	53.3287821920535
OZG24612.1	53.8327471063536
OZG24615.1	50.219178473476
OZG24616.1	53.2281362145353
OZG24393.1	48.0817956439549
OZG24391.1	53.2315119555242
OZG24390.1	38.3034893056537
OZG24389.1	56.8839685870793
OZG24397.1	40.707441404347
OZG24396.1	56.8755818812639
OZG24395.1	45.6690064420989
OZG24394.1	36.4802079957202
OZG24388.1	51.9021196175757
OZG24387.1	52.7204592371563
OZG24981.1	54.7473689959939
OZG24982.1	51.7634356121333
OZG24983.1	52.5794324006805
OZG24984.1	56.9808390334795
OZG24977.1	34.7793464958575
OZG24978.1	54.5004529578001
OZG24979.1	49.2845681494348
OZG24980.1	50.8925794267259
OZG24985.1	50.554468583863
OZG24986.1	50.6702230003767
OZG24810.1	53.8294627324504
OZG24809.1	55.0687583495394
OZG24812.1	45.7813449418427
OZG24811.1	61
OZG24806.1	55.4764583111051
OZG24805.1	51.5206490652449
OZG24808.1	48.6284785676713
OZG24807.1	51.4329591685024
OZG24804.1	44.8727666160332
OZG24803.1	53.7730388525387
OZG25365.1	45.0839445202624
OZG25366.1	40.9849680397516
OZG25363.1	41.1558844505281
