"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gxs"
"remanei_genome_00007601",12.0892584397195,-1.52593595379053,0.951718911074003,-1.60334730773452,0.108857997393885,0.170194229428003,0
"remanei_genome_00015743",809.759669479548,-1.51969675189856,0.232619795386768,-6.53296401267924,6.44806418657863e-11,6.6200125648874e-10,-1
"remanei_genome_00019354",575.824058375143,-1.11549785173006,0.191788515099945,-5.81629119527178,6.01676167829951e-09,4.63290649229062e-08,-1
"remanei_genome_00017350",2.64394900827245,-1.24448655348613,1.66684333541763,-0.74661279020222,0.45529732561766,0.554939551710366,0
"remanei_genome_00004244",8.20445894804759,0.537845644760359,0.61635624874798,0.872621387148907,0.382869479276721,0.482305928904826,0
"remanei_genome_00004246",6.16818630642384,0.44513726523322,0.608941412964624,0.731001793860717,0.464778057232698,0.560280397759965,0
"remanei_genome_00019838",15.7413519330536,1.01056256281226,0.50725962569655,1.99219987481674,0.046349131979109,0.0829972828463114,0
"remanei_genome_00004411",5.91202698077249,1.06573665127272,0.665488015330802,1.60143627942415,0.109280322712565,0.170421971622632,0
"remanei_genome_00013964",4.11929591328316,-2.35858280607539,1.1342348338565,-2.07944839611035,0.0375761561988513,0.0697196151159409,0
"remanei_genome_00007559",103.00611525886,-0.439005479831691,0.43975747338901,-0.998289981176388,0.318138764412124,0.416964848676315,0
"remanei_genome_00007613",2.22070717245011,0.365958487635018,1.75168849816852,0.208917560409653,0.834512595413307,0.862516373782881,0
"remanei_genome_00019955",176.601367102037,-0.641032785093278,0.741949844633854,-0.863983987232483,0.387596687053366,0.487264406581374,0
"remanei_genome_00000705",1.01257955886527,-2.99890744983332,1.47479699251332,-2.03343745956699,0.0420083460260495,0.0765595892072382,0
"remanei_genome_00000707",3.65401693313508,-0.508058917449156,0.913168062763714,-0.556369564559135,0.577958240595388,0.656796032258174,0
"remanei_genome_00019819",1.46783859728764,1.268643773689,2.17476665228554,0.583347078803021,0.55965967579802,0.640799926192528,0
"remanei_genome_00020034",1.53326960910689,1.35175130162439,1.33805515183688,1.01023586342364,0.312382300818258,0.411169866034289,0
"remanei_genome_00007917",14.982610159335,-1.66463594746309,0.598943303065311,-2.77928802099248,0.00544781973287846,0.0130578091651873,-1
"remanei_genome_00007967",9.95980932197979,-1.38934796176399,0.615154944249983,-2.25853335773466,0.0239124273149821,0.0475061865542355,-1
"remanei_genome_00000452",7.02305405755089,1.47882100318446,0.962134522064069,1.53702103944046,0.12428815725996,0.189508675426078,0
"remanei_genome_00000455",6.5372777891376,-0.514384836988799,1.01255386280552,-0.508007382010845,0.611448166238354,0.684297097082037,0
"remanei_genome_00000701",18.2042030027088,0.174027472001069,0.578960444752053,0.300586117028425,0.763730119165045,0.807246066525152,0
"remanei_genome_00003306",2228.83844683078,-1.82008493754701,0.235663930586893,-7.72322235742355,1.13425052935411e-14,2.68730125416204e-13,-1
"remanei_genome_00003307",8315.31157713673,-1.7988822079018,0.208569524134482,-8.62485646149297,6.41730920051039e-18,2.82243088631561e-16,-1
"remanei_genome_00003355",7522.74370245359,-1.80926843590078,0.196979118001018,-9.185077353689,4.11231644691212e-20,2.81465214588652e-18,-1
"remanei_genome_00011108",363.375722335102,0.0248252900331035,0.366512731269496,0.0677337727044726,0.945997564305916,0.953738951902527,0
"remanei_genome_00011110",13.3590529836685,-1.2427025927111,0.73428361180771,-1.69240137288605,0.0905694707772762,0.14566786944857,0
"remanei_genome_00013925",2.08198358578214,1.17133189607991,1.02378597614662,1.14411793418838,0.252574731007023,0.341947328132585,0
"remanei_genome_00013927",9.01627708219952,2.66816084606688,0.89481077924609,2.98181571786037,0.00286544423406984,0.00770791986107871,1
"remanei_genome_00013928",3.03672837301699,1.80489441821977,1.10651163239166,1.63115720195241,0.102857153311327,0.16287919393259,0
"remanei_genome_00019748",2.96823264802765,-1.06521680143213,1.34228148672548,-0.793586749103386,0.427436049102521,0.527656525545397,0
"remanei_genome_00007842",8.79906120695387,0.832525079391817,1.02794450338563,0.8098930211211,0.418001663211943,0.522290110625877,0
"remanei_genome_00010261",1.50599303069812,-0.144582252116375,1.62389452841094,-0.0890342627472583,0.9290546805025,0.942829791086557,0
"remanei_genome_00016996",28.5404927060862,-0.187107245952157,0.493055742627678,-0.379484974568986,0.704327759921215,0.764137684276422,0
"remanei_genome_00017022",2.72298717336509,1.10095637258629,1.57430111869916,0.699330235816645,0.484345675482046,0.575978641113784,0
"remanei_genome_00017025",3.09620395739744,-1.5040327065549,1.09692582240436,-1.37113437922193,0.170333069608948,0.2485427948294,0
"remanei_genome_00004243",7.84324422071482,-2.10611982297931,0.961694006662735,-2.19001034465002,0.0285234865971501,0.0552530432196366,0
"remanei_genome_00019839",4.67750481014834,-1.62531864657675,1.18632106192587,-1.37004955803297,0.170671432163695,0.2485427948294,0
"remanei_genome_00004245",4.24918878262639,1.05276917877457,1.17888370635161,0.893022079364099,0.371845348827786,0.469378555077698,0
"remanei_genome_00019837",2.12196562112167,2.70062847262323,1.24371778393671,2.17141582077808,0.0298997540588133,0.057377721184514,0
"remanei_genome_00004331",3.2416097736275,0.0174074422022644,1.12718778805329,0.0154432494627429,0.987678559451843,0.989284540849325,0
"remanei_genome_00004430",7.10581751420519,-3.22432357596772,0.953019124947318,-3.38327268736181,0.000716274745554065,0.00235949327947222,-1
"remanei_genome_00004543",1.51310181274138,1.97959551543718,1.33771942085976,1.47982864311327,0.138918982582225,0.20770410988022,0
"remanei_genome_00004545",0.88109140980237,1.39641980546597,3.06550236064453,0.455527232140956,0.648729980687005,0.716160695525439,0
"remanei_genome_00005568",9.41249610695564,0.93192164594781,0.981084500203642,0.949889276361387,0.342168516262221,0.440032997948911,0
"remanei_genome_00007200",782.566152406815,-1.00727563871902,0.642865410334637,-1.56685306523911,0.117149040444632,0.180409522284733,0
"remanei_genome_00007401",1.24327239195879,1.12722783743791,2.32414125440501,0.485008316642303,0.627670446101529,0.699177205783982,0
"remanei_genome_00007403",69.9662798693916,1.63641226000865,0.471565485038279,3.47016970479893,0.00052012962065225,0.0017899432755407,1
"remanei_genome_00007420",3.39673214427298,4.55860211564589,1.09519982224476,4.16234738451877,3.14992662805649e-05,0.000142673147270794,1
"remanei_genome_00007422",14.1425989794383,1.37433415963541,0.807012746873904,1.70298940748968,0.0885700507088876,0.142825003237368,0
"remanei_genome_00007489",16.4808877063993,2.14388554789565,0.702909629113985,3.05001590403309,0.00228829248381952,0.00634949626140911,1
"remanei_genome_00007494",60.1492715380889,1.95978164494819,0.41287206596989,4.74670438249293,2.06757792151436e-06,1.12710442447155e-05,1
"remanei_genome_00000706",1.5946319192885,-2.76901136300336,1.57906180335044,-1.75358010505231,0.0795024824775746,0.129559601074566,0
"remanei_genome_00000502",3.61788064495133,-2.10880755091879,1.12972152499735,-1.86666138889736,0.061948888901733,0.106001432120743,0
"remanei_genome_00014270",6.41251375019092,-0.849962476292408,1.36327938727486,-0.623469029331871,0.532976348221912,0.617130508467477,0
"remanei_genome_00014293",5.54988242400027,0.0316638475080821,1.37550672644022,0.0230197692962414,0.981634503508971,0.984832010035059,0
"remanei_genome_00014297",6.02201486021762,0.605355229674312,1.34967620381388,0.448518858051817,0.653778779392168,0.720443162979562,0
"remanei_genome_00014515",716.753590961972,-1.88098143213905,0.213656921934513,-8.80374675020163,1.32322791010279e-18,6.79256993852766e-17,-1
"remanei_genome_00017645",1042.4152367023,-1.91927739448551,0.268145140736343,-7.1576064709398,8.20978234144604e-13,1.20410141007875e-11,-1
"remanei_genome_00014529",17.9485003867757,2.13062683410706,0.731866321545831,2.91122404649909,0.00360015762952194,0.00924040458243964,1
"remanei_genome_00014530",8.31701111131841,0.584902760688785,0.809671796413443,0.722394880591983,0.47005173349783,0.565530991864577,0
"remanei_genome_00000825",1947.21993142262,-1.52547819344739,0.243092459828827,-6.27530033025931,3.48960042241517e-10,3.3587404065746e-09,-1
"remanei_genome_00019907",8.44062275245195,-2.08318109161495,0.718487746606191,-2.89939682542249,0.00373881371682904,0.00943897233428972,-1
"remanei_genome_00002433",80.119172371004,-0.833883853986218,0.290651556250047,-2.8690156169982,0.00411751467879141,0.010352608335247,-1
"remanei_genome_00010816",2.22798183932751,-0.502233008006934,1.3934706169074,-0.360418800305646,0.718533969429719,0.771109625729455,0
"remanei_genome_00010945",1.08738567590744,-1.70079866631714,2.13616911742842,-0.796191018979154,0.425921016842866,0.526842060994388,0
"remanei_genome_00010946",1305.82748668071,-1.77192336190484,0.323169561950116,-5.48295251326406,4.18285325793885e-08,2.77057807192509e-07,-1
"remanei_genome_00011270",12.1543736666196,-0.38003199252195,0.774850003317043,-0.490458786726563,0.623809286496299,0.696135000872682,0
"remanei_genome_00011271",2.4307502304973,-0.704336753908145,1.30079238481318,-0.541467464086746,0.588185417597609,0.66481140778005,0
"remanei_genome_00011286",3.91907495780062,2.59304257388668,1.00629025955397,2.57683362157954,0.00997099317939917,0.0220148093136555,1
"remanei_genome_00011287",4.06013091304317,3.66715264663514,1.12117862447411,3.27080142859058,0.00107243184215845,0.00335339093791678,1
"remanei_genome_00011402",1.84028642759746,0.387307832385796,1.52661080607696,0.253704369734607,0.79972395793285,0.832145199470668,0
"remanei_genome_00011527",15.8987149646852,-1.29847732535943,0.420470758812571,-3.08815131170214,0.00201405893785245,0.00571732859777468,-1
"remanei_genome_00011530",48.5982628338659,-1.84595955438836,0.344761659070678,-5.35430639057787,8.5885224936972e-08,5.56897879591313e-07,-1
"remanei_genome_00013532",2.79464359474547,-0.822492170721837,1.16976772500885,-0.703124349507602,0.481978258874645,0.575978641113784,0
"remanei_genome_00013572",13.894624105535,-3.50397217509558,0.503915663048926,-6.95348930790304,3.5635997269298e-12,4.77212485171469e-11,-1
"remanei_genome_00013744",356.803282953352,-2.26540941379133,0.441018470017428,-5.13676765896404,2.79504160601426e-07,1.70469864287603e-06,-1
"remanei_genome_00013745",376.076156006386,-1.8502373198854,0.542296071964571,-3.41185823674245,0.000645216588881277,0.00216007292799384,-1
"remanei_genome_00013818",1591.5790159632,-2.25338130712026,0.629450207529488,-3.57991987319297,0.000343699581691746,0.0012213795087232,-1
"remanei_genome_00013819",14.6844397783577,0.406426809150365,0.503808079360252,0.806709590021773,0.419833817677336,0.522679924454222,0
"remanei_genome_00008417",10.096806891671,0.838231463700753,0.663159286003932,1.26399717442211,0.206231041126427,0.290705540809792,0
"remanei_genome_00008376",7.97843727534833,-0.234649913232182,1.00171591492009,-0.234247963656343,0.81479248103856,0.845704722339256,0
"remanei_genome_00008392",46.4104526992305,0.547666670531202,0.363934965830287,1.50484762925086,0.132363255212864,0.200670866868782,0
"remanei_genome_00010268",7.80633340334753,1.98813471073016,0.848117350777481,2.34417408028218,0.0190692687101396,0.0402283202926232,1
"remanei_genome_00010272",3.78616609151547,0.744119842355969,1.17114747883376,0.635376718820221,0.525182748334346,0.61387585004546,0
"remanei_genome_00010254",2.51352047884922,-0.965740613931771,1.21157885925142,-0.797092658523651,0.425397219768071,0.526842060994388,0
"remanei_genome_00017444",1.05860943630443,-2.93440171933297,1.63530368732062,-1.79440781677737,0.0727481001848744,0.120521347163882,0
"remanei_genome_00017455",1.05860943630443,-2.93440171933297,1.63530368732062,-1.79440781677737,0.0727481001848744,0.120521347163882,0
"remanei_genome_00019364",22.9317086182087,1.25248424728722,0.372679946072493,3.36075031803185,0.000777310590802879,0.00254693257412007,1
"remanei_genome_00019365",51.6625480250863,1.11472284441064,0.349949278604056,3.1853840329583,0.00144562029780659,0.00436520638945519,1
"remanei_genome_00003315",59.8808787651705,-1.72396372239395,0.381336116580299,-4.52085089095129,6.15915614992708e-06,3.13557040359924e-05,-1
"remanei_genome_00003364",207.236697386245,-2.23102180809238,0.286074151932612,-7.79875355050575,6.25216294414463e-15,1.54053294943724e-13,-1
"remanei_genome_00004372",42.7078608435827,-0.861772503587602,0.417260372232163,-2.06531116045718,0.0388935682626454,0.0717318504484718,0
"remanei_genome_00019338",13.8383103237093,0.297656940258707,0.474694113251472,0.627049992720304,0.530626465406812,0.616680675101851,0
"remanei_genome_00014363",1524.74182455355,-2.98319332537107,0.832063933248257,-3.58529339653639,0.000336699464961979,0.00121290567495076,-1
"remanei_genome_00003877",135.677985466398,1.32946184993302,0.226687424821587,5.8647357742908,4.49848465269317e-09,3.55264941802435e-08,1
"remanei_genome_00003885",7.80753543537123,0.530310906746135,0.557437270735323,0.951337369398703,0.341433142700535,0.440032997948911,0
"remanei_genome_00003896",7.29791794495486,0.554834393926517,0.74403604041398,0.745709029925228,0.455843203190658,0.554939551710366,0
"remanei_genome_00003893",51.2761246959054,0.779368336915735,0.356119888680813,2.18849988918838,0.0286332093262404,0.0552917145610159,0
"remanei_genome_00003914",17.0731138835554,1.06404997842473,0.617276935770807,1.7237805541787,0.0847474663777949,0.137380103391373,0
"remanei_genome_00003919",11.3895533497501,3.34681602712906,1.01852897416274,3.28593109477347,0.00101645871596043,0.00324424129031929,1
"remanei_genome_00004009",15.4388183096997,1.50041585052309,0.794078430060365,1.88950586456433,0.0588240776984867,0.101500369362095,0
