"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mxf"
"remanei_genome_00013179",300.411126696771,-1.85468753820949,0.198352719126841,-9.3504517930176,8.7274125071855e-21,1.22391570636482e-19,-1
"remanei_genome_00013182",6334.50414885897,-1.84124072418829,0.194884757177731,-9.44784369415361,3.45882353626626e-21,5.22371041759187e-20,-1
"remanei_genome_00013549",4997.23714869965,-1.55114351351516,0.221294102305551,-7.00942093510214,2.39306477337426e-12,1.56612794613049e-11,-1
"remanei_genome_00013551",102.018004671839,0.0461509467322452,0.385825426399847,0.119616136144477,0.904787236709422,0.939893619791622,0
"remanei_genome_00013588",2172.14077592411,-1.11830240323936,0.21587581457833,-5.18030426624555,2.21524265631041e-07,9.88468124671843e-07,-1
"remanei_genome_00013291",88.6177894637433,1.00821231397897,0.257086150081393,3.92169050592485,8.79298883078762e-05,0.00028202181248875,1
"remanei_genome_00020035",2.37386842310372,2.92630414893361,1.45308391436965,2.01385764441764,0.0440244815572498,0.0844639076130949,0
"remanei_genome_00010364",890.212099593426,-0.166449407785936,0.325181438226415,-0.511866263627391,0.608744610595386,0.700294093048208,0
"remanei_genome_00010365",2330.60999938862,0.145369808398225,0.449571657496822,0.323351808269302,0.746428822160647,0.815670827926941,0
"remanei_genome_00010366",1035.47033034777,-0.179060432689086,0.375320102761669,-0.47708724198765,0.633299999087218,0.715957196664821,0
"remanei_genome_00010367",211.413086243421,0.00556135233523042,0.300916031617492,0.0184814092666877,0.985254808289738,0.992165954194513,0
"remanei_genome_00010369",438.724488610257,0.119204412047744,0.417416186457427,0.285576879659173,0.775202213661355,0.83778734650741,0
"remanei_genome_00003899",228.016994094604,2.54985031666543,0.220810955479452,11.5476621670736,7.5855814447261e-31,2.48217081719093e-29,1
"remanei_genome_00003903",7.82646415656401,2.81022641050264,0.789040915865846,3.56157247868302,0.000368640310879382,0.0011078017505508,1
"remanei_genome_00016195",5220.67459835426,2.53903277625205,0.291570187198303,8.70813576878217,3.08913168806192e-18,3.79062200889265e-17,1
"remanei_genome_00020005",20.3411950368277,3.13162758413591,0.70465538360007,4.44419734386544,8.82206007992105e-06,3.28611292744625e-05,1
"remanei_genome_00004463",1.33617558993488,-3.21272104009609,2.01694174011337,-1.59286754604796,0.111189908207361,0.189828567925031,0
"remanei_genome_00004804",16.4037956295871,-4.43205312916005,0.677588710066004,-6.54091938563782,6.11417843650014e-11,3.63762737282685e-10,-1
"remanei_genome_00004805",151.991832411373,-5.49495093535367,0.6898435439177,-7.96550316923634,1.6455281678185e-15,1.51440014194546e-14,-1
"remanei_genome_00007598",9.38062635450567,-4.24773644031639,1.03419121264335,-4.10730277765498,4.00306332748971e-05,0.000135505994246634,-1
"remanei_genome_00007601",12.0892584397195,-6.82694750860885,0.951720524592161,-7.17326918165854,7.32276676315989e-13,4.84619058820357e-12,-1
"remanei_genome_00015743",809.759669479548,-0.691441445723223,0.232619795345885,-2.97241017126299,0.00295471657843556,0.00743729942178865,-1
